"عدد الاطفال المولودين احياء لكل 10000 نسمة  في منتصف العام ,",
"معدل التوالد يساوي ,",S
",",
"1200,",1
"800,",
"1000,",
"معدل خصوبة العام يساوي,",S
",",
"200,",1
"100,",
"300,",
"اذا كان عدد مواليد احياء في دولة ما عام 1410هو200000 مولودا حيا وكان عدد النساء اللاتي في سن الحمل 900000 فان معدل الخصوبة يساوي,",S
",",
"22.2,",1
"23.3,",
"24.4,",
"معدل الوفيات من الفئة العمرية (40_50) يساوي,",S
",",
"5,",1
"4,",
"3,",
"معدل وفيات الخام يساوي ,",S
",",
"10,",1
"15,",
"20,",
"اذا كان عدد سكان دولة ما في منتصف عام 1410 هجري هو 900000 نسمة توفي منهم 1500نسمة في نفس العام وكان عدد المواليد احياء في نفس العام هو 7000  اوجد معدل الوفيات الخام ,",S
",",
"1.67,",1
"2.43,",
"1.56,",
"الأساس الذي يتم فيه حصر الأشخاص في مكان وجودهم وقت التعداد بصرف النظر عن كونهم من سكان هذا المكان أصلا او زائرين بصفة مؤقتة ,",S
",",
"الأساس الحقيقي ,",1
"الأساس الفعلي ,",
"الأساس النظري,",
"من مصادر البيانات السكانية ,",S
",",
"الإحصاء الحيوي ,",
"المسوح السكانية البيئية,",
"كل ما سبق,",1
"اذا كانت الرقم القياسي الأمثل للأسعار اكبر من 100% فذلك يدل على ان الأسعار,",S
",",
"ارتفعت,",1
"انخفضت,",
"لم تتأثر,",
"العلاقة بين الرقم القياسي للأسعار و القوة الشرائية لعملة الدولة علاقة,",S
",",
"طردية ,",
"عكسية,",1
"مكافئة,",
"أسعار السنة الحالية تسمى اسعار سنة,",S
",",
"الأساس,",
" المقارنة,",1
"القياس,",
"نقيس التغير في الأسعار عادة من سنة....إلى سنة  ,",S
",",
"المقارنة- الأساس,",
"الأساس- المقارنة,",1
"الحالية- المقارنة,",
"إذا كان الرقم القياسي للأسعار <100 فإن القوة الشرائية للمستهلك ,",S
",",
"تزداد,",1
"لا تتغير,",
"تستقر,",
"إذا كان الرقم القياسي للأسعار<100 فهذا يدل على ....الأسعار ,",S
",",
"زيادة ,",
"نقص,",1
"استقرار,",
"إذا كان الرقم القياسي للأسعار >100 فإن القوة الشرائية للمستهلك  ,",S
",",
"تزداد,",
"تقل,",1
"لا تتغير,",
"إذا كان الرقم القياسي للأسعار المرجح بسنة الأساس%69.40 ، والمرجح بسنة المقارنة %69.39 , والرقم البسيط للأسعار %69.23 ، فإن الرقم القياسي الأمثل,",S
",",
"69.39%,",1
"69.40%,",
"69.23%,",
"(فيتشر) هو الرقم القياسي البسيط للأسعار,",S
",",
"صح,",
"خطأ,",1
",",
"لاسبير هو الرقم القياسي المرحج للأسعار بسنة الأساس,",S
",",
"صح,",1
"خطأ,",
",",
"باتشي هو الرقم القياسي للأسعار بسنة المقارنة ,",S
",",
"صح,",
"خطأ,",1
",",
"1.في منطقة معينة، تم تسجيل عدد الوفيات خلال الأعوام الخمسة الماضية كما يلي: في العام الأول كان هناك 100 حالة وفاة، في العام الثاني كان هناك 120 حالة وفاة، في العام الثالث كان هناك 150 حالة وفاة، في العام الرابع كان هناك 180 حالة وفاة، وفي العام الخامس كان هناك 200 حالة وفاة. ما هو معدل الوفيات الخام لهذه المنطقة خلال الفترة الخمسية؟,",S
",",
" 150حالة وفاة,",1
"130حالة وفاة,",
"160حالة وفاة,",
"2.في منطقة معينة، تم تسجيل عدد الوفيات لفئة عمرية محددة خلال الأعوام الخمسة الماضية كما يلي: في الفئة العمرية 50-60 كان هناك 100 حالة وفاة، في الفئة العمرية 60-70 كان هناك 120 حالة وفاة، في الفئة العمرية 70-80 كان هناك 150 حالة وفاة. ما هو معدل الوفيات لهذه الفئة العمرية خلال الفترة الخمسية؟,",S
",",
" 120حالة وفاة,",
"100حالة وفاة,",
"80حالة وفاة,",1
"3.في مستشفى معينة، تم تسجيل عدد الوفيات للأطفال الرضع (أقل من سنة) خلال الأعوام الخمسة الماضية كما يلي: في الفئة العمرية 0-3 أشهر كان هناك 40 حالة وفاة، في الفئة العمرية 4-6 أشهر كان هناك 60 حالة وفاة، في الفئة العمرية 7-9 أشهر كان هناك 35 حالة وفاة. ما هو معدل الوفيات للأطفال الرضع خلال الفترة الخمسية؟,",S
",",
" 25حالة وفاة,",
"80حالة وفاة,",1
"55حالة وفاة,",
"4.في مستشفى معين، تم تسجيل عدد المرضى المسجلين خلال الأشهر الستة الماضية كما يلي: في شهر يناير كان هناك 200 مريض، في شهر فبراير كان هناك 180 مريض، في شهر مارس كان هناك 220 مريض. ما هو معدل الخام لعدد المرضى المسجلين في المستشفى خلال الأشهر الستة الماضية؟,",S
",",
"160مريض ,",
"185مريض,",
"200مريض,",1
"5.في إحدى الدول، تم إجراء دراسة لمعرفة عدد الأشخاص الذين يعانون من الأمية في الفئة العمرية من 18 سنة فما فوق كما يلي: في المدينة A كان هناك 1000 شخص يعانون من الأمية، في المدينة B كان هناك 1500 شخص يعانون من الأمية. ما هو معدل الخام للأمية في الدولة بأكملها؟,",S
",",
"1000شخص,",
"1500شخص,",
"2500شخص,",1
"6.في منطقة معينة، تم تسجيل عدد الشركات النشطة في القطاع الصناعي خلال العام الماضي كما يلي: في قطاع التصنيع كان هناك 200 شركة نشطة، في قطاع البناء كان هناك 150 شركة نشطة. ما هو معدل النشاط الاقتصادي الخام في المنطقة؟,",S
",",
"100شركة,",
"175شركة,",1
"200شركة,",
"7.في إحدى الدول، تم إجراء دراسة لمعرفة عدد المشاريع النشطة في قطاع السياحة وقطاع النقل خلال الربع الأخير من العام الماضي كما يلي: في قطاع السياحة كان هناك 500 مشروع نشط، في قطاع النقل كان هناك 200 مشروع نشط. ما هو معدل النشاط الاقتصادي العام في الدولة؟,",S
",",
"200مشروع,",
"250مشروع,",
"350مشروع,",1
"أي ممايلي لايعتبر من مقاييس الهجرة الهامة,",S
",",
"هجرة داخلية,",1
"معدل الهجره الوافدة لمنطقة معينة,",
"معدل الهجره الصافية,",
"9.في دولة معينة، تم تسجيل عدد الوافدين الجدد خلال العام الماضي كما يلي: في الربع الأول كان هناك 10,000 وافد، في الربع الثاني كان هناك 8,000 وافد، في الربع الثالث كان هناك 12,000 وافد، وفي الربع الرابع كان هناك 9,000 وافد. ما هو معدل الهجرة الوافدة السنوي في الدولة؟,",S
",",
"8000وافد/سنة,",
"9750وافد/سنة,",1
"10000وافد/سنة,",
"10.في دولة معينة، تم تسجيل عدد الوافدين خلال العام الماضي كما يلي: عدد الوافدين الجدد كان 15,000، وعدد المغادرين كان 10,000. ما هو معدل الهجرة الصافية السنوي في الدولة؟,",S
",",
"5000وافد/سنة,",1
"10000وافد/سنة,",
"15000وافد/سنة,",
